"","state","year","cigsale","lnincome","beer","age15to24","retprice","stateno"
"414","Louisiana",1980,143.8,9.739491,NA,0.20114122,60,14
"415","Louisiana",1981,144,9.765061,NA,0.19634315,62.6,14
"416","Louisiana",1982,143.9,9.753126,NA,0.19154507,70.3,14
"417","Louisiana",1983,133.7,9.746861,NA,0.186747,80.7,14
"418","Louisiana",1984,128.9,9.760681,23.8,0.18194892,90.7,14
"419","Louisiana",1985,125,9.76166,23,0.17715085,103,14
"420","Louisiana",1986,121.2,9.740594,23.7,0.17235278,105.1,14
"421","Louisiana",1987,116.5,9.716699,24.3,0.16755469,117.8,14
"422","Louisiana",1988,110.9,9.744105,24.6,0.16275662,120.4,14
"423","Louisiana",1989,103.6,9.750066,24.4,0.15795854,130.7,14
"424","Louisiana",1990,101.5,9.770264,26.4,0.15316047,143.4,14
"425","Louisiana",1991,107.2,9.784423,26.1,NA,149.6,14
"426","Louisiana",1992,108.5,9.805567,26.7,NA,178.1,14
"427","Louisiana",1993,106.2,9.821536,26.5,NA,180.5,14
"428","Louisiana",1994,105.3,9.860993,27.1,NA,157.4,14
"429","Louisiana",1995,105.7,9.910527,26.1,NA,155.8,14
"430","Louisiana",1996,106.8,9.923664,26.5,NA,165.3,14
"431","Louisiana",1997,105.3,9.926509,26.7,NA,166.9,14
"432","Louisiana",1998,103.2,NA,NA,NA,185.9,14
"433","Louisiana",1999,101,NA,NA,NA,208,14
"434","Louisiana",2000,104.3,NA,NA,NA,281.2,14
"435","Maine",1970,128.5,NA,NA,0.16901408,38,15
"436","Maine",1971,133.2,NA,NA,0.17033489,38.8,15
"437","Maine",1972,136.5,9.59714,NA,0.17165571,41.5,15
"438","Maine",1973,138,9.647285,NA,0.17297652,41,15
"439","Maine",1974,142.1,9.636234,NA,0.17429733,41.8,15
"440","Maine",1975,140.7,9.60089,NA,0.17561814,46.7,15
"441","Maine",1976,144.9,9.671687,NA,0.17693897,49.9,15
"442","Maine",1977,145.6,9.678421,NA,0.17825978,50.9,15
"443","Maine",1978,143.9,9.698808,NA,0.17958058,55,15
"444","Maine",1979,138.5,9.694194,NA,0.18090141,54.5,15
"445","Maine",1980,141.2,9.683053,NA,0.18222222,59,15
"446","Maine",1981,138.9,9.679446,NA,0.17809658,62.9,15
"447","Maine",1982,139.5,9.683565,NA,0.17397094,69.7,15
"448","Maine",1983,135.4,9.724025,NA,0.16984531,80.8,15
"449","Maine",1984,135.5,9.774763,22.1,0.16571967,93.7,15
"450","Maine",1985,127.9,9.807659,22.2,0.16159403,98.1,15
"451","Maine",1986,119,9.87409,22.4,0.1574684,112.7,15
"452","Maine",1987,125,9.911307,22.6,0.15334275,121.2,15
"453","Maine",1988,125,9.944216,22.9,0.14921713,129,15
"454","Maine",1989,122.4,9.967079,21.8,0.14509149,144.4,15
"455","Maine",1990,117.5,9.949729,22.1,0.14096585,160.1,15
"456","Maine",1991,116.1,9.924435,21.5,NA,165.8,15
"457","Maine",1992,114.5,9.942132,20.8,NA,187.7,15
"458","Maine",1993,108.5,9.945655,20.6,NA,192.6,15
"459","Maine",1994,101.6,9.962649,20.3,NA,178.3,15
"460","Maine",1995,102.3,9.969056,21.1,NA,184.9,15
"461","Maine",1996,100,9.987245,21.3,NA,186.9,15
"462","Maine",1997,101.1,9.995829,21,NA,190.2,15
"463","Maine",1998,94.5,NA,NA,NA,219.6,15
"464","Maine",1999,85.5,NA,NA,NA,267.8,15
"465","Maine",2000,82.9,NA,NA,NA,330.5,15
"466","Minnesota",1970,104.3,NA,NA,0.17472412,39.1,16
"467","Minnesota",1971,116.4,NA,NA,0.17673159,40.1,16
"468","Minnesota",1972,96.8,9.765188,NA,0.17873906,45.2,16
"469","Minnesota",1973,106.8,9.862045,NA,0.18074653,45.6,16
"470","Minnesota",1974,110.6,9.828342,NA,0.182754,47,16
"471","Minnesota",1975,111.5,9.801632,NA,0.18476146,49.4,16
"472","Minnesota",1976,116.7,9.82493,NA,0.18676895,52.1,16
"473","Minnesota",1977,117.2,9.875978,NA,0.18877642,53.1,16
"474","Minnesota",1978,118.9,9.913442,NA,0.19078389,57.9,16
"475","Minnesota",1979,118.3,9.909161,NA,0.19279136,60.9,16
"476","Minnesota",1980,117.7,9.877483,NA,0.19479883,63,16
"477","Minnesota",1981,120.8,9.867996,NA,0.18921515,65.8,16
"478","Minnesota",1982,119.4,9.863186,NA,0.1836315,71.7,16
"479","Minnesota",1983,113.2,9.874606,NA,0.17804782,87.3,16
"480","Minnesota",1984,110.8,9.950923,23.5,0.17246416,99.2,16
"481","Minnesota",1985,113,9.968969,23,0.16688049,101.5,16
"482","Minnesota",1986,104.3,10.005522,23,0.16129681,116.3,16
"483","Minnesota",1987,108.8,10.023768,23.2,0.15571316,120.1,16
"484","Minnesota",1988,94.1,10.016611,22.9,0.15012948,141.7,16
"485","Minnesota",1989,92.3,10.047408,22.5,0.14454582,152.5,16
"486","Minnesota",1990,90.7,10.046395,23.2,0.13896215,162.3,16
"487","Minnesota",1991,86.2,10.031394,22.7,NA,173.9,16
"488","Minnesota",1992,83.8,10.063346,22,NA,197.7,16
"489","Minnesota",1993,81.6,10.058184,21.9,NA,215.6,16
"490","Minnesota",1994,83.4,10.095023,22.5,NA,196.1,16
"491","Minnesota",1995,84.1,10.148785,22.1,NA,202.2,16
"492","Minnesota",1996,81.7,10.188946,22.4,NA,208.6,16
"493","Minnesota",1997,84.1,10.175442,22.2,NA,216.8,16
"494","Minnesota",1998,83.2,NA,NA,NA,220.2,16
"495","Minnesota",1999,80.7,NA,NA,NA,227.4,16
"496","Minnesota",2000,76,NA,NA,NA,303.6,16
"497","Mississippi",1970,93.4,NA,NA,0.18313035,36.2,17
"498","Mississippi",1971,105.4,NA,NA,0.18437305,37.5,17
"499","Mississippi",1972,112.1,9.3974495,NA,0.18561575,37.4,17
"500","Mississippi",1973,115,9.457063,NA,0.18685845,37.3,17
"501","Mississippi",1974,117.1,9.436393,NA,0.18810114,41.4,17
"502","Mississippi",1975,116.8,9.413603,NA,0.18934384,43,17
"503","Mississippi",1976,120.9,9.477991,NA,0.19058652,46.4,17
"504","Mississippi",1977,122.1,9.516372,NA,0.19182922,48.8,17
"505","Mississippi",1978,124.9,9.540335,NA,0.19307192,53.6,17
"506","Mississippi",1979,123.9,9.55297,NA,0.19431461,56.5,17
"507","Mississippi",1980,127,9.503543,NA,0.19555731,59.7,17
"508","Mississippi",1981,125.3,9.512449,NA,0.19204077,63,17
"509","Mississippi",1982,125.8,9.498247,NA,0.18852423,69.2,17
"510","Mississippi",1983,122.3,9.504479,NA,0.18500769,78.6,17
"511","Mississippi",1984,116.4,9.545903,20.1,0.18149115,89,17
"512","Mississippi",1985,115.3,9.553737,20.6,0.17797461,96.4,17
"513","Mississippi",1986,113.2,9.576477,21.5,0.17445809,106,17
"514","Mississippi",1987,110,9.599513,21.6,0.17094155,115.8,17
"515","Mississippi",1988,109,9.627286,21.9,0.167425,122.6,17
"516","Mississippi",1989,108.3,9.643641,21.6,0.16390847,125.8,17
"517","Mississippi",1990,101.8,9.6446085,23.3,0.16039193,139.9,17
"518","Mississippi",1991,105.6,9.652973,22.9,NA,142.7,17
"519","Mississippi",1992,103.9,9.684978,23.5,NA,160.8,17
"520","Mississippi",1993,105.4,9.701045,23.9,NA,177.8,17
"521","Mississippi",1994,106,9.751939,24.5,NA,156.9,17
"522","Mississippi",1995,107.5,9.785329,24,NA,153.9,17
"523","Mississippi",1996,106.9,9.808868,24.3,NA,161.2,17
"524","Mississippi",1997,106.3,9.803786,24.4,NA,168.6,17
"525","Mississippi",1998,107,NA,NA,NA,175.8,17
"526","Mississippi",1999,103.9,NA,NA,NA,199.5,17
"527","Mississippi",2000,97.2,NA,NA,NA,272,17
"528","Missouri",1970,121.3,NA,NA,0.16759299,36,18
"529","Missouri",1971,127.6,NA,NA,0.16925956,36.8,18
"530","Missouri",1972,130,9.733354,NA,0.17092612,37.7,18
"531","Missouri",1973,132.1,9.780752,NA,0.1725927,37.7,18
"532","Missouri",1974,135.4,9.739015,NA,0.17425928,38,18
"533","Missouri",1975,135.6,9.73081,NA,0.17592585,43.5,18
"534","Missouri",1976,139.5,9.769454,NA,0.17759241,44.7,18
"535","Missouri",1977,140.8,9.808042,NA,0.17925899,45.9,18
"536","Missouri",1978,141.8,9.844764,NA,0.18092556,49.9,18
"537","Missouri",1979,140.2,9.847526,NA,0.18259212,52.2,18
"538","Missouri",1980,142.1,9.801047,NA,0.1842587,57.3,18
"539","Missouri",1981,140.5,9.810367,NA,0.1798325,59.9,18
"540","Missouri",1982,139.7,9.802688,NA,0.17540629,64.7,18
"541","Missouri",1983,134.1,9.829301,NA,0.1709801,74.8,18
"542","Missouri",1984,130,9.881513,23.7,0.16655388,84.8,18
"543","Missouri",1985,129.2,9.913292,23.7,0.16212769,93.7,18
"544","Missouri",1986,128.8,9.946776,24.2,0.15770149,101.9,18
"545","Missouri",1987,128.7,9.953278,24.2,0.15327528,108.5,18
"546","Missouri",1988,127.4,9.958259,23.6,0.14884908,114.6,18
"547","Missouri",1989,122.8,9.972259,23.6,0.14442287,118.9,18
"548","Missouri",1990,119.1,9.970405,24.3,0.13999668,129.1,18
"549","Missouri",1991,119.9,9.968204,23.9,NA,132.5,18
"550","Missouri",1992,122.3,9.984798,23.7,NA,153.1,18
"551","Missouri",1993,121.6,9.9861765,23.6,NA,157.6,18
"552","Missouri",1994,119.4,10.016356,24.2,NA,146.8,18
"553","Missouri",1995,124,10.053908,23.5,NA,150.3,18
"554","Missouri",1996,124.1,10.076753,23.6,NA,159.8,18
"555","Missouri",1997,120.6,10.071413,23.5,NA,163.4,18
"556","Missouri",1998,120.1,NA,NA,NA,173.8,18
"557","Missouri",1999,118,NA,NA,NA,197,18
"558","Missouri",2000,113.8,NA,NA,NA,258.8,18
"559","Montana",1970,111.2,NA,NA,0.1757925,34,19
"560","Montana",1971,115.6,NA,NA,0.1771459,34.7,19
"561","Montana",1972,122.2,9.694641,NA,0.17849931,40.1,19
"562","Montana",1973,119.9,9.775743,NA,0.17985272,40.9,19
"563","Montana",1974,121.9,9.740038,NA,0.18120612,41.8,19
"564","Montana",1975,123.7,9.724647,NA,0.18255952,43.7,19
"565","Montana",1976,124.9,9.730799,NA,0.18391293,45.3,19
"566","Montana",1977,127,9.732777,NA,0.18526635,47.6,19
"567","Montana",1978,127.2,9.814651,NA,0.18661974,51.9,19
"568","Montana",1979,120.3,9.778626,NA,0.18797314,53.7,19
"569","Montana",1980,122,9.743379,NA,0.18932655,56.7,19
"570","Montana",1981,121.1,9.757294,NA,0.18333872,60.4,19
"571","Montana",1982,122.4,9.73567,NA,0.17735088,65.7,19
"572","Montana",1983,113.7,9.74816,NA,0.17136304,77.2,19
"573","Montana",1984,110.1,9.74522,29.4,0.1653752,91.3,19
"574","Montana",1985,103.6,9.729407,27.8,0.15938738,95.5,19
"575","Montana",1986,97.8,9.774853,27.4,0.15339954,102,19
"576","Montana",1987,91.7,9.778117,27.2,0.1474117,106.2,19
"577","Montana",1988,87.1,9.765144,27.6,0.14142387,115.3,19
"578","Montana",1989,86.2,9.81518,27.2,0.13543603,123,19
"579","Montana",1990,84.7,9.80227,27.8,0.12944819,140.4,19
"580","Montana",1991,82.9,9.83213,28,NA,143.6,19
"581","Montana",1992,86.6,9.838708,27.7,NA,163.5,19
"582","Montana",1993,86,9.870498,26.2,NA,179.4,19
"583","Montana",1994,88.2,9.8719,26.6,NA,151.3,19
"584","Montana",1995,90.5,9.891279,26.5,NA,155.4,19
"585","Montana",1996,87.3,9.90176,26.7,NA,156.8,19
"586","Montana",1997,88.9,9.886044,27,NA,164.9,19
"587","Montana",1998,89.1,NA,NA,NA,175.4,19
"588","Montana",1999,82.6,NA,NA,NA,196.2,19
"589","Montana",2000,75.5,NA,NA,NA,260.7,19
"590","Nebraska",1970,108.1,NA,NA,0.17373738,33.9,20
"591","Nebraska",1971,108.6,NA,NA,0.17521714,34.7,20
"592","Nebraska",1972,104.9,9.746475,NA,0.17669691,41.1,20
"593","Nebraska",1973,106.6,9.835299,NA,0.17817667,41.2,20
"594","Nebraska",1974,110.5,9.766387,NA,0.17965645,42,20
"595","Nebraska",1975,114.1,9.797554,NA,0.1811362,44.6,20
"596","Nebraska",1976,118.1,9.787974,NA,0.18261597,46.8,20
"597","Nebraska",1977,117.7,9.8011265,NA,0.18409574,48.1,20
"598","Nebraska",1978,117.4,9.879457,NA,0.1855755,53.6,20
"599","Nebraska",1979,116.1,9.847173,NA,0.18705527,55.4,20
"600","Nebraska",1980,116.3,9.772381,NA,0.18853503,59.5,20
"601","Nebraska",1981,117,9.81427,NA,0.18354794,60.9,20
"602","Nebraska",1982,117.1,9.799478,NA,0.17856085,69.7,20
"603","Nebraska",1983,110.8,9.802988,NA,0.17357376,83.7,20
"604","Nebraska",1984,107.7,9.853516,25.4,0.16858667,94.8,20
"605","Nebraska",1985,105.1,9.875531,24.6,0.16359958,95.8,20
"606","Nebraska",1986,103.1,9.896881,24.5,0.1586125,104,20
"607","Nebraska",1987,101.3,9.899986,24.8,0.15362541,113.7,20
"608","Nebraska",1988,92.9,9.935325,24.3,0.14863832,123.3,20
"609","Nebraska",1989,93.8,9.941367,24.1,0.14365123,139.3,20
"610","Nebraska",1990,89.9,9.968171,25.2,0.13866414,143.4,20
"611","Nebraska",1991,92.4,9.965081,24.6,NA,152.2,20
"612","Nebraska",1992,90.6,9.99833,24.2,NA,169.5,20
"613","Nebraska",1993,91.1,9.996415,24.3,NA,177.2,20
"614","Nebraska",1994,85.9,10.029957,24.7,NA,169.6,20
"615","Nebraska",1995,88.5,10.031776,24.1,NA,170.7,20
"616","Nebraska",1996,86.2,10.078057,24.4,NA,175.5,20
"617","Nebraska",1997,85.5,10.069764,24.4,NA,184.8,20
"618","Nebraska",1998,83.1,NA,NA,NA,194.6,20
"619","Nebraska",1999,86.6,NA,NA,NA,214.6,20
"620","Nebraska",2000,77.6,NA,NA,NA,288.3,20
"621","Nevada",1970,189.5,NA,NA,0.16155419,38.9,21
"622","Nevada",1971,190.5,NA,NA,0.16377378,44,21
"623","Nevada",1972,198.6,9.944233,NA,0.16599335,40.6,21
"624","Nevada",1973,201.5,9.980632,NA,0.16821294,40.3,21
"625","Nevada",1974,204.7,9.928623,NA,0.17043251,41.9,21
"626","Nevada",1975,205.2,9.915459,NA,0.1726521,44.5,21
"627","Nevada",1976,201.4,9.955231,NA,0.17487168,44.9,21
"628","Nevada",1977,190.8,10.000601,NA,0.17709126,49.3,21
"629","Nevada",1978,187,10.069867,NA,0.17931084,54.3,21
"630","Nevada",1979,183.3,10.056074,NA,0.18153042,57.1,21
"631","Nevada",1980,177.7,10.0342455,NA,0.18375,63.1,21
"632","Nevada",1981,171.9,10.005963,NA,0.17854194,63.3,21
"633","Nevada",1982,165.1,9.956868,NA,0.17333388,71.6,21
"634","Nevada",1983,159.2,9.963725,NA,0.16812582,81.9,21
"635","Nevada",1984,136.6,9.994218,35.1,0.16291776,99.8,21
"636","Nevada",1985,146.7,10.025677,35.7,0.1577097,109.3,21
"637","Nevada",1986,142.6,10.063729,37.2,0.15250164,106.6,21
"638","Nevada",1987,147.7,10.07728,37.7,0.14729358,114,21
"639","Nevada",1988,141.9,10.098186,39.3,0.14208552,129.6,21
"640","Nevada",1989,137.9,10.129832,40.4,0.13687746,145.6,21
"641","Nevada",1990,137.3,10.121194,40.2,0.1316694,173.7,21
"642","Nevada",1991,115.5,10.105574,37.7,NA,186.3,21
"643","Nevada",1992,110,10.127095,36.4,NA,193.8,21
"644","Nevada",1993,108.1,10.137125,35.1,NA,196.8,21
"645","Nevada",1994,105.2,10.162395,35.1,NA,190.3,21
"646","Nevada",1995,100.9,10.180809,34.3,NA,190.4,21
"647","Nevada",1996,99,10.206777,35.2,NA,195,21
"648","Nevada",1997,95.6,10.186462,34.4,NA,198.5,21
"649","Nevada",1998,102.4,NA,NA,NA,200.6,21
"650","Nevada",1999,103.9,NA,NA,NA,225.8,21
"651","Nevada",2000,93.2,NA,NA,NA,303.5,21
"652","New Hampshire",1970,265.7,NA,NA,0.17073171,31.4,22
"653","New Hampshire",1971,278,NA,NA,0.1723339,34.1,22
"654","New Hampshire",1972,296.2,9.736376,NA,0.17393607,36.1,22
"655","New Hampshire",1973,279,9.774945,NA,0.17553826,36.9,22
"656","New Hampshire",1974,269.8,9.747308,NA,0.17714043,37.9,22
"657","New Hampshire",1975,269.1,9.718851,NA,0.17874262,40.8,22
"658","New Hampshire",1976,290.5,9.777043,NA,0.1803448,43.9,22
"659","New Hampshire",1977,278.8,9.806763,NA,0.18194698,45,22
"660","New Hampshire",1978,269.6,9.8531685,NA,0.18354917,49.7,22
"661","New Hampshire",1979,254.6,9.865933,NA,0.18515134,53.2,22
"662","New Hampshire",1980,247.8,9.860694,NA,0.18675353,55.3,22
"663","New Hampshire",1981,245.4,9.867043,NA,0.18237484,58.4,22
"664","New Hampshire",1982,239.8,9.8762455,NA,0.17799614,67,22
"665","New Hampshire",1983,232.9,9.940468,NA,0.17361747,74.7,22
"666","New Hampshire",1984,215.1,10.006829,35.6,0.16923878,90.5,22
"667","New Hampshire",1985,201.1,10.061333,35.7,0.16486008,89.2,22
"668","New Hampshire",1986,195.9,10.126132,34.7,0.1604814,100,22
"669","New Hampshire",1987,195.1,10.146291,34.7,0.1561027,102,22
"670","New Hampshire",1988,180.4,10.17227,34.1,0.15172403,113.5,22
"671","New Hampshire",1989,172.9,10.159909,33.3,0.14734533,125.9,22
"672","New Hampshire",1990,152.4,10.122781,32.9,0.14296664,135.9,22
"673","New Hampshire",1991,144.8,10.11431,32.9,NA,153.9,22
"674","New Hampshire",1992,143.7,10.12097,32.2,NA,164.4,22
"675","New Hampshire",1993,148.9,10.111755,32.4,NA,181.1,22
"676","New Hampshire",1994,153.8,10.156466,31,NA,157.8,22
"677","New Hampshire",1995,158.5,10.213221,31,NA,163.9,22
"678","New Hampshire",1996,158,10.228954,31.1,NA,168.6,22
"679","New Hampshire",1997,174.4,10.230845,31.3,NA,176.6,22
"680","New Hampshire",1998,173.8,NA,NA,NA,197,22
"681","New Hampshire",1999,171.7,NA,NA,NA,222.8,22
"682","New Hampshire",2000,147.3,NA,NA,NA,313.9,22
"683","New Mexico",1970,90,NA,NA,0.18485743,39.7,23
"684","New Mexico",1971,92.6,NA,NA,0.1860954,41.7,23
"685","New Mexico",1972,99.3,9.55779,NA,0.18733338,41.1,23
"686","New Mexico",1973,98.9,9.592716,NA,0.18857135,41.8,23
"687","New Mexico",1974,100.3,9.584766,NA,0.18980932,43.7,23
"688","New Mexico",1975,103.1,9.5968895,NA,0.19104728,46.3,23
"689","New Mexico",1976,102.4,9.632618,NA,0.19228525,49.5,23
"690","New Mexico",1977,102.4,9.669968,NA,0.19352323,51.6,23
"691","New Mexico",1978,103.1,9.717297,NA,0.1947612,56,23
"692","New Mexico",1979,101,9.699997,NA,0.19599918,57.6,23
"693","New Mexico",1980,102.7,9.677752,NA,0.19723715,62.6,23
"694","New Mexico",1981,103,9.680828,NA,0.19150561,63,23
"695","New Mexico",1982,97.5,9.678599,NA,0.18577409,69.4,23
"696","New Mexico",1983,96.3,9.686483,NA,0.18004255,79.6,23
"697","New Mexico",1984,88.9,9.707866,28.3,0.17431101,90.2,23
"698","New Mexico",1985,88,9.73475,28.7,0.16857949,97.5,23
"699","New Mexico",1986,88.2,9.7369,27.9,0.16284795,101.2,23
"700","New Mexico",1987,82.3,9.729162,27.8,0.15711641,110.2,23
"701","New Mexico",1988,77.7,9.743268,27.2,0.15138488,113.7,23
"702","New Mexico",1989,74.4,9.760063,27.9,0.14565335,127.2,23
"703","New Mexico",1990,70.8,9.765913,27.2,0.13992181,133.6,23
"704","New Mexico",1991,69.9,9.768038,27.1,NA,146.9,23
"705","New Mexico",1992,71.4,9.784279,26.7,NA,165.4,23
"706","New Mexico",1993,69,9.806236,26.4,NA,172.2,23
"707","New Mexico",1994,68.2,9.827472,25.4,NA,158.4,23
"708","New Mexico",1995,67,9.871939,27.4,NA,163.5,23
"709","New Mexico",1996,65.7,9.878764,27.2,NA,170.8,23
"710","New Mexico",1997,61.8,9.86426,27,NA,176,23
"711","New Mexico",1998,62.6,NA,NA,NA,183.8,23
"712","New Mexico",1999,59.7,NA,NA,NA,201.8,23
"713","New Mexico",2000,53.8,NA,NA,NA,279.8,23
"714","North Carolina",1970,172.4,NA,NA,0.19354838,27.3,24
"715","North Carolina",1971,187.6,NA,NA,0.19367671,29.4,24
"716","North Carolina",1972,214.1,9.590858,NA,0.19380504,28.7,24
"717","North Carolina",1973,226.5,9.644995,NA,0.19393337,28.9,24
"718","North Carolina",1974,227.3,9.621204,NA,0.1940617,30.1,24
"719","North Carolina",1975,226,9.590678,NA,0.19419003,32.9,24
"720","North Carolina",1976,230.2,9.6371355,NA,0.19431837,35.8,24
"721","North Carolina",1977,217,9.656975,NA,0.1944467,36.6,24
"722","North Carolina",1978,205.5,9.69771,NA,0.19457503,41.8,24
"723","North Carolina",1979,197.3,9.681352,NA,0.19470336,43.7,24
"724","North Carolina",1980,187.8,9.6566,NA,0.19483168,47.3,24
"725","North Carolina",1981,179.3,9.661784,NA,0.19096653,50,24
"726","North Carolina",1982,179,9.649224,NA,0.1871014,55.5,24
"727","North Carolina",1983,169.8,9.693887,NA,0.18323624,66,24
"728","North Carolina",1984,160.6,9.753726,19.8,0.1793711,75,24
"729","North Carolina",1985,156.3,9.781757,19.7,0.17550595,78.9,24
"730","North Carolina",1986,154.4,9.830363,20,0.1716408,83.7,24
"731","North Carolina",1987,150.5,9.854593,20,0.16777566,90.6,24
"732","North Carolina",1988,146,9.882553,20.1,0.16391051,96,24
"733","North Carolina",1989,139.3,9.889289,20.3,0.16004537,107.6,24
"734","North Carolina",1990,133.7,9.903341,20.9,0.15618022,116.4,24
"735","North Carolina",1991,132.7,9.893853,20.2,NA,126.6,24
"736","North Carolina",1992,128.9,9.923104,20.7,NA,145,24
"737","North Carolina",1993,129.7,9.940663,20.9,NA,153.5,24
"738","North Carolina",1994,112.7,9.966932,20.8,NA,135.9,24
"739","North Carolina",1995,124.9,10.021808,20.5,NA,142.3,24
"740","North Carolina",1996,129.7,10.0451355,21.1,NA,145.6,24
"741","North Carolina",1997,125.6,10.051292,21.3,NA,152,24
"742","North Carolina",1998,126,NA,NA,NA,167.6,24
"743","North Carolina",1999,113.1,NA,NA,NA,186.8,24
"744","North Carolina",2000,109,NA,NA,NA,257.3,24
"745","North Dakota",1970,93.8,NA,NA,0.18446602,37.3,25
"746","North Dakota",1971,98.5,NA,NA,0.18638696,38.9,25
"747","North Dakota",1972,103.8,9.697235,NA,0.18830788,38.9,25
"748","North Dakota",1973,108.7,9.984169,NA,0.19022882,39.4,25
"749","North Dakota",1974,110.5,9.864307,NA,0.19214974,39.9,25
"750","North Dakota",1975,117.9,9.806704,NA,0.19407068,42.6,25
"751","North Dakota",1976,125.4,9.72551,NA,0.19599162,45.9,25
"752","North Dakota",1977,122.2,9.693218,NA,0.19791254,47.4,25
"753","North Dakota",1978,121.9,9.859668,NA,0.19983348,53.2,25
"754","North Dakota",1979,121.3,9.782693,NA,0.2017544,55,25
"755","North Dakota",1980,123.7,9.610509,NA,0.20367534,59.6,25
"756","North Dakota",1981,125.7,9.761848,NA,0.19795687,62,25
"757","North Dakota",1982,126.8,9.764914,NA,0.19223839,67.8,25
"758","North Dakota",1983,119.6,9.792011,NA,0.18651992,77.9,25
"759","North Dakota",1984,109.4,9.795627,24,0.18080144,94.4,25
"760","North Dakota",1985,103.2,9.793513,23.1,0.17508297,100.6,25
"761","North Dakota",1986,99.8,9.804612,23,0.1693645,104.2,25
"762","North Dakota",1987,92.3,9.789935,23.3,0.16364601,110.3,25
"763","North Dakota",1988,87.1,9.692096,24.1,0.15792754,123.3,25
"764","North Dakota",1989,84.1,9.786231,24.5,0.15220906,135.9,25
"765","North Dakota",1990,77.1,9.84136,26.6,0.14649059,144.3,25
"766","North Dakota",1991,85.2,9.819377,26.1,NA,159.8,25
"767","North Dakota",1992,74.3,9.882981,25.4,NA,168.3,25
"768","North Dakota",1993,83,9.853105,25.6,NA,177.6,25
"769","North Dakota",1994,81,9.916486,25.8,NA,180.1,25
"770","North Dakota",1995,80.6,9.884033,25.5,NA,179.5,25
"771","North Dakota",1996,80.8,9.960636,26.6,NA,182.7,25
"772","North Dakota",1997,77.5,9.908545,26.4,NA,194.1,25
"773","North Dakota",1998,79.1,NA,NA,NA,205.2,25
"774","North Dakota",1999,74.7,NA,NA,NA,223.6,25
"775","North Dakota",2000,72.5,NA,NA,NA,297.5,25
"776","Ohio",1970,121.6,NA,NA,0.17321949,36.6,26
"777","Ohio",1971,124.6,NA,NA,0.17453988,38.1,26
"778","Ohio",1972,124.4,9.779579,NA,0.17586027,38.4,26
"779","Ohio",1973,120.5,9.826632,NA,0.17718066,42,26
"780","Ohio",1974,122.1,9.811853,NA,0.17850105,42.9,26
"781","Ohio",1975,122.5,9.78323,NA,0.17982145,46,26
"782","Ohio",1976,124.6,9.831858,NA,0.18114184,48.5,26
"783","Ohio",1977,127.3,9.872402,NA,0.18246223,49.8,26
"784","Ohio",1978,131.3,9.89935,NA,0.18378262,53.9,26
"785","Ohio",1979,130.9,9.89159,NA,0.18510301,56.3,26
"786","Ohio",1980,133.5,9.850911,NA,0.1864234,58.7,26
"787","Ohio",1981,132.8,9.835517,NA,0.18227963,61.4,26
"788","Ohio",1982,134,9.815445,NA,0.17813586,68.3,26
"789","Ohio",1983,130,9.836498,NA,0.17399208,82.5,26
"790","Ohio",1984,127.1,9.884094,24.9,0.16984831,89.2,26
"791","Ohio",1985,126.7,9.904476,24.2,0.16570452,92.2,26
"792","Ohio",1986,126.3,9.938112,23.4,0.16156074,98.1,26
"793","Ohio",1987,124.6,9.943063,23.9,0.15741697,102.2,26
"794","Ohio",1988,122.4,9.968595,23.7,0.1532732,108.4,26
"795","Ohio",1989,118.6,9.977871,23.9,0.14912942,120.5,26
"796","Ohio",1990,115.5,9.977726,23.9,0.14498565,135.4,26
"797","Ohio",1991,113.2,9.96233,23.6,NA,139.8,26
"798","Ohio",1992,112.3,9.982689,23,NA,159.6,26
"799","Ohio",1993,108.9,9.989721,23,NA,162.5,26
"800","Ohio",1994,108.6,10.031492,23,NA,151.2,26
"801","Ohio",1995,111.7,10.080514,22.8,NA,155.6,26
"802","Ohio",1996,107.6,10.097258,23.3,NA,159.7,26
"803","Ohio",1997,108.6,10.09318,23,NA,166.8,26
"804","Ohio",1998,106.4,NA,NA,NA,172.9,26
"805","Ohio",1999,104,NA,NA,NA,193.2,26
"806","Ohio",2000,99.9,NA,NA,NA,265.4,26
"807","Oklahoma",1970,108.4,NA,NA,0.17545916,38.4,27
"808","Oklahoma",1971,115.4,NA,NA,0.17652482,39.8,27
"809","Oklahoma",1972,121.7,9.625027,NA,0.17759047,39.8,27
"810","Oklahoma",1973,124.1,9.682419,NA,0.17865612,40.4,27
"811","Oklahoma",1974,130.5,9.675103,NA,0.17972177,41,27
"812","Oklahoma",1975,132.9,9.682616,NA,0.18078743,43.6,27
"813","Oklahoma",1976,138.6,9.71226,NA,0.18185309,46.4,27
"814","Oklahoma",1977,140.4,9.740367,NA,0.18291874,47.9,27
"815","Oklahoma",1978,143.6,9.782526,NA,0.18398438,53.1,27
"816","Oklahoma",1979,141.6,9.809667,NA,0.18505004,55.5,27
"817","Oklahoma",1980,141.6,9.811438,NA,0.1861157,62.9,27
"818","Oklahoma",1981,143.7,9.84499,NA,0.18176825,65.8,27
"819","Oklahoma",1982,147,9.85314,NA,0.17742081,71.7,27
"820","Oklahoma",1983,140,9.804846,NA,0.17307337,83.9,27
"821","Oklahoma",1984,128.1,9.813323,17.8,0.16872592,93.3,27
